Medic!,['Valve Studio Orchestra'],Fight Songs: The Music of Team Fortress 2,None,2:34,https://lh3.googleusercontent.com/gJ2t4knmVOxlOCt5sBSt0SwiCLWZEmGl8eRJcuJeqOydQRCBBLV9dOpXSE1UcOYb4SpZQkI2LDypEHI=w544-h544-l90-rj,https://music.youtube.com/watch?v=VGvEgzeUZvI,"['Valve Studio Orchestra', 'Fight Songs: The Music of Team Fortress 2', 'Medic!']"
Intruder Alert,['Valve Studio Orchestra'],Fight Songs: The Music of Team Fortress 2,None,1:54,https://lh3.googleusercontent.com/gJ2t4knmVOxlOCt5sBSt0SwiCLWZEmGl8eRJcuJeqOydQRCBBLV9dOpXSE1UcOYb4SpZQkI2LDypEHI=w544-h544-l90-rj,https://music.youtube.com/watch?v=WHd7OIanCGM,"['Valve Studio Orchestra', 'Fight Songs: The Music of Team Fortress 2', 'Intruder Alert']"
The Calm,['Valve Studio Orchestra'],Fight Songs: The Music of Team Fortress 2,None,2:33,https://lh3.googleusercontent.com/gJ2t4knmVOxlOCt5sBSt0SwiCLWZEmGl8eRJcuJeqOydQRCBBLV9dOpXSE1UcOYb4SpZQkI2LDypEHI=w544-h544-l90-rj,https://music.youtube.com/watch?v=Acuf4auEgjM,"['Valve Studio Orchestra', 'Fight Songs: The Music of Team Fortress 2', 'The Calm']"
Dapper Cadaver,['Valve Studio Orchestra'],Fight Songs: The Music of Team Fortress 2,None,1:58,https://lh3.googleusercontent.com/gJ2t4knmVOxlOCt5sBSt0SwiCLWZEmGl8eRJcuJeqOydQRCBBLV9dOpXSE1UcOYb4SpZQkI2LDypEHI=w544-h544-l90-rj,https://music.youtube.com/watch?v=AAk1ugo5mNg,"['Valve Studio Orchestra', 'Fight Songs: The Music of Team Fortress 2', 'Dapper Cadaver']"
Dreams of Cruelty,['Valve Studio Orchestra'],Fight Songs: The Music of Team Fortress 2,None,1:05,https://lh3.googleusercontent.com/gJ2t4knmVOxlOCt5sBSt0SwiCLWZEmGl8eRJcuJeqOydQRCBBLV9dOpXSE1UcOYb4SpZQkI2LDypEHI=w544-h544-l90-rj,https://music.youtube.com/watch?v=xorYMC25VqQ,"['Valve Studio Orchestra', 'Fight Songs: The Music of Team Fortress 2', 'Dreams of Cruelty']"
A Little Heart to Heart,['Valve Studio Orchestra'],Fight Songs: The Music of Team Fortress 2,None,1:36,https://lh3.googleusercontent.com/gJ2t4knmVOxlOCt5sBSt0SwiCLWZEmGl8eRJcuJeqOydQRCBBLV9dOpXSE1UcOYb4SpZQkI2LDypEHI=w544-h544-l90-rj,https://music.youtube.com/watch?v=rCQ5uAFqkVc,"['Valve Studio Orchestra', 'Fight Songs: The Music of Team Fortress 2', 'A Little Heart to Heart']"
Red Triumphs!,['Valve Studio Orchestra'],Fight Songs: The Music of Team Fortress 2,None,1:38,https://lh3.googleusercontent.com/gJ2t4knmVOxlOCt5sBSt0SwiCLWZEmGl8eRJcuJeqOydQRCBBLV9dOpXSE1UcOYb4SpZQkI2LDypEHI=w544-h544-l90-rj,https://music.youtube.com/watch?v=6hAchXo4-tE,"['Valve Studio Orchestra', 'Fight Songs: The Music of Team Fortress 2', 'Red Triumphs!']"
Faster Than a Speeding Bullet,['Valve Studio Orchestra'],Fight Songs: The Music of Team Fortress 2,None,1:22,https://lh3.googleusercontent.com/gJ2t4knmVOxlOCt5sBSt0SwiCLWZEmGl8eRJcuJeqOydQRCBBLV9dOpXSE1UcOYb4SpZQkI2LDypEHI=w544-h544-l90-rj,https://music.youtube.com/watch?v=QRvOjUyoeBQ,"['Valve Studio Orchestra', 'Fight Songs: The Music of Team Fortress 2', 'Faster Than a Speeding Bullet']"
It Hates Me So Much,['Valve Studio Orchestra'],Fight Songs: The Music of Team Fortress 2,None,2:12,https://lh3.googleusercontent.com/gJ2t4knmVOxlOCt5sBSt0SwiCLWZEmGl8eRJcuJeqOydQRCBBLV9dOpXSE1UcOYb4SpZQkI2LDypEHI=w544-h544-l90-rj,https://music.youtube.com/watch?v=QD-dbJt1pUw,"['Valve Studio Orchestra', 'Fight Songs: The Music of Team Fortress 2', 'It Hates Me So Much']"
Rocket Jump Waltz,['Valve Studio Orchestra'],Fight Songs: The Music of Team Fortress 2,None,41,https://lh3.googleusercontent.com/gJ2t4knmVOxlOCt5sBSt0SwiCLWZEmGl8eRJcuJeqOydQRCBBLV9dOpXSE1UcOYb4SpZQkI2LDypEHI=w544-h544-l90-rj,https://music.youtube.com/watch?v=4cAcSqZkd54,"['Valve Studio Orchestra', 'Fight Songs: The Music of Team Fortress 2', 'Rocket Jump Waltz']"
